cd .transaction_id,customer_id,agent_id,branch,amount,channel,source_account,declared_account,bureau_inquiries_7d,gps_mismatch_km,repeated_source_count,employee_override_count
TX001325,CUST00830,AG0067,Mumbai,48142.86,IMPS,ACC1254,ACC1254,0,0.8,4,0
TX001326,CUST00327,AG0012,Nashik,55302.67,UPI,ACC1178,ACC1178,2,0.0,0,0
TX001327,CUST01071,AG0084,Mumbai,6866.45,NEFT,ACC9004,ACC1291,1,0.72,8,1
TX001328,CUST01095,AG0099,Bengaluru,15408.65,ATM,ACC1020,ACC1020,1,1.95,8,0
TX001329,CUST00070,AG0078,Bengaluru,68410.93,ATM,ACC1019,ACC1019,1,0.0,2,1
TX001330,CUST00598,AG0083,Mumbai,13327.27,Wallet,ACC1128,ACC1128,2,0.0,2,0
TX001331,CUST01040,AG0059,Pune,43468.35,NEFT,ACC1231,ACC1231,4,1.01,0,0
TX001332,CUST00402,AG0070,Bengaluru,24189.77,UPI,ACC1229,ACC1229,5,3.53,8,0
TX001333,CUST01110,AG0020,Delhi,32262.53,Cards,ACC1272,ACC1272,2,2.18,0,1
TX001334,CUST00402,AG0064,Bengaluru,15923.58,Cards,ACC1163,ACC1163,1,0.0,1,0
TX001335,CUST00739,AG0097,Nashik,17509.81,Payment Gateway,ACC1015,ACC1015,1,0.0,0,0
TX001336,CUST01110,AG0023,Bengaluru,19047.64,NEFT,ACC1085,ACC1085,0,0.0,1,0
TX001337,CUST00273,AG0088,Delhi,229460.03,Wallet,ACC9015,ACC1150,0,0.9,4,2
TX001338,CUST01173,AG0014,Nagpur,22549.17,Payment Gateway,ACC1099,ACC1099,2,0.16,0,5
TX001339,CUST00797,AG0022,Delhi,7701.39,NEFT,ACC9021,ACC1247,1,3.16,3,0
TX001340,CUST01034,AG0014,Delhi,42542.35,UPI,ACC1114,ACC1114,4,0.0,1,2
TX001341,CUST00999,AG0099,Bengaluru,18117.22,UPI,ACC9020,ACC1166,0,1.29,2,0
TX001342,CUST00153,AG0015,Nashik,31656.03,IMPS,ACC1262,ACC1262,1,0.53,0,0
TX001343,CUST00181,AG0042,Nagpur,24478.91,NEFT,ACC9019,ACC1186,0,0.0,0,0
TX001344,CUST00975,AG0094,Delhi,24200.02,UPI,ACC1109,ACC1109,4,0.86,2,0
TX001345,CUST00179,AG0005,Nagpur,13125.82,ATM,ACC1055,ACC1055,4,4.67,0,0
TX001346,CUST00270,AG0097,Nashik,9326.23,IMPS,ACC1242,ACC1242,3,0.0,0,0
TX001347,CUST01142,AG0100,Nashik,2016.75,Wallet,ACC1070,ACC1070,2,0.61,1,1
TX001348,CUST00573,AG0039,Mumbai,4967.07,ATM,ACC1230,ACC1230,0,1.05,1,0
TX001349,CUST00650,AG0092,Delhi,15000.06,NEFT,ACC1216,ACC1216,4,0.0,5,3
TX001350,CUST00053,AG0018,Pune,52035.86,IMPS,ACC1219,ACC1219,1,1.71,0,0
TX001351,CUST00650,AG0009,Mumbai,9623.64,UPI,ACC1059,ACC1059,1,0.72,2,0
TX001352,CUST00582,AG0039,Nagpur,74165.65,Cards,ACC1093,ACC1093,0,0.0,0,3
TX001353,CUST00904,AG0093,Nagpur,33895.74,UPI,ACC1113,ACC1113,0,0.0,4,5
TX001354,CUST00590,AG0027,Pune,32277.84,IMPS,ACC1085,ACC1085,2,1.5,0,1
TX001355,CUST00015,AG0081,Nagpur,32239.46,Payment Gateway,ACC9009,ACC1064,0,0.4,0,0
TX001356,CUST00418,AG0092,Delhi,25545.63,IMPS,ACC1134,ACC1134,2,0.0,2,0
TX001357,CUST00984,AG0060,Nagpur,30210.52,IMPS,ACC1092,ACC1092,0,2.8,4,3
TX001358,CUST01047,AG0100,Bengaluru,46053.59,Payment Gateway,ACC9005,ACC1166,1,0.97,1,0
TX001359,CUST00961,AG0023,Pune,24961.94,Cards,ACC1225,ACC1225,2,0.0,2,2
TX001360,CUST00060,AG0042,Mumbai,9306.35,ATM,ACC1298,ACC1298,4,1.61,0,0
TX001361,CUST01199,AG0010,Bengaluru,14699.62,IMPS,ACC1218,ACC1218,0,3.01,0,0
TX001362,CUST01107,AG0027,Nagpur,30060.34,Cards,ACC1125,ACC1125,0,0.88,2,0
TX001363,CUST00594,AG0032,Pune,30697.75,NEFT,ACC1082,ACC1082,1,0.0,8,0
TX001364,CUST01193,AG0057,Pune,15984.78,UPI,ACC9028,ACC1059,0,0.0,1,1
TX001365,CUST00439,AG0063,Bengaluru,60242.94,ATM,ACC1254,ACC1254,4,3.53,5,0
TX001366,CUST00202,AG0018,Nagpur,13709.44,Wallet,ACC9043,ACC1066,0,1.39,0,1
TX001367,CUST00954,AG0067,Delhi,27414.65,NEFT,ACC1250,ACC1250,2,1.66,2,1
TX001368,CUST00732,AG0024,Mumbai,36732.31,UPI,ACC1190,ACC1190,2,4.01,3,0
TX001369,CUST00619,AG0031,Nashik,78967.81,Wallet,ACC1008,ACC1008,2,0.0,0,0
TX001370,CUST00334,AG0027,Bengaluru,104218.44,UPI,ACC1177,ACC1177,0,2.6,3,1
TX001371,CUST00050,AG0012,Nagpur,15186.8,Wallet,ACC1300,ACC1300,2,3.1,0,0
TX001372,CUST01181,AG0054,Nashik,26890.47,UPI,ACC1100,ACC1100,0,2.18,0,0
TX001373,CUST00943,AG0053,Nashik,40256.78,UPI,ACC1060,ACC1060,1,1.51,2,0
TX001374,CUST00215,AG0017,Mumbai,11645.06,ATM,ACC1057,ACC1057,2,2.29,2,1
TX001375,CUST00395,AG0056,Nashik,16624.78,Payment Gateway,ACC1018,ACC1018,0,0.71,2,0
TX001376,CUST00213,AG0020,Nagpur,16506.51,UPI,ACC1154,ACC1154,2,0.17,0,0
TX001377,CUST00669,AG0018,Mumbai,33246.65,UPI,ACC1004,ACC1004,3,0.0,1,1
TX001378,CUST00717,AG0093,Nashik,70514.04,Wallet,ACC1187,ACC1187,4,0.7,0,1
TX001379,CUST00035,AG0100,Pune,13613.32,IMPS,ACC1298,ACC1298,0,0.0,1,0
TX001380,CUST00794,AG0040,Mumbai,22771.09,IMPS,ACC1167,ACC1167,1,0.0,0,0
TX001381,CUST00175,AG0056,Nashik,17552.73,NEFT,ACC1226,ACC1226,1,0.69,5,0
TX001382,CUST00325,AG0088,Bengaluru,34562.11,Payment Gateway,ACC1163,ACC1163,3,1.81,0,0
TX001383,CUST01156,AG0099,Bengaluru,23969.56,Wallet,ACC1207,ACC1207,0,1.33,0,0
TX001384,CUST00871,AG0023,Mumbai,3119.16,IMPS,ACC1178,ACC1178,3,1.19,0,0
TX001385,CUST01054,AG0016,Pune,46768.68,IMPS,ACC1060,ACC1060,0,3.12,1,1
TX001386,CUST00868,AG0067,Pune,30517.15,Wallet,ACC1046,ACC1046,2,0.63,1,2
TX001387,CUST00125,AG0060,Pune,24694.28,Cards,ACC1055,ACC1055,2,1.84,0,3
TX001388,CUST01087,AG0036,Nashik,6782.68,IMPS,ACC1147,ACC1147,0,1.31,1,0
TX001389,CUST00916,AG0055,Bengaluru,23630.99,UPI,ACC1270,ACC1270,0,1.52,1,0
TX001390,CUST00321,AG0057,Nagpur,24296.82,NEFT,ACC1102,ACC1102,1,0.0,2,0
TX001391,CUST00826,AG0054,Nashik,32161.52,UPI,ACC9017,ACC1016,2,0.68,0,0
TX001392,CUST00077,AG0003,Bengaluru,44964.63,ATM,ACC9016,ACC1239,2,0.0,1,0
TX001393,CUST00646,AG0032,Bengaluru,36482.36,Wallet,ACC1138,ACC1138,1,0.13,2,0
TX001394,CUST00809,AG0078,Delhi,34666.21,ATM,ACC1254,ACC1254,1,2.56,2,1
TX001395,CUST00783,AG0013,Mumbai,15586.35,UPI,ACC1052,ACC1052,1,2.48,1,0
TX001396,CUST00895,AG0024,Mumbai,47826.78,ATM,ACC1089,ACC1089,1,3.07,3,0
TX001397,CUST00286,AG0004,Mumbai,24520.61,Wallet,ACC9027,ACC1135,4,2.82,4,0
TX001398,CUST00057,AG0081,Bengaluru,32655.83,ATM,ACC9010,ACC1210,4,1.6,2,1
TX001399,CUST01034,AG0100,Delhi,24767.98,UPI,ACC1292,ACC1292,0,0.0,1,0
TX001400,CUST00594,AG0085,Delhi,7333.45,Cards,ACC1275,ACC1275,3,0.87,3,0
TX001401,CUST00478,AG0074,Nashik,75781.06,UPI,ACC1182,ACC1182,1,2.13,0,0
TX001402,CUST00656,AG0061,Bengaluru,57389.35,UPI,ACC9030,ACC1276,0,0.0,2,3
TX001403,CUST00554,AG0022,Delhi,45759.96,ATM,ACC1261,ACC1261,0,2.95,2,0
TX001404,CUST00103,AG0035,Pune,31514.79,UPI,ACC1244,ACC1244,0,2.0,1,0
TX001405,CUST01131,AG0083,Mumbai,14484.45,Wallet,ACC1022,ACC1022,2,0.0,1,0
TX001406,CUST00943,AG0075,Bengaluru,39645.31,NEFT,ACC1193,ACC1193,1,4.28,2,0
TX001407,CUST00510,AG0093,Nagpur,76683.63,NEFT,ACC1192,ACC1192,1,0.0,0,0
TX001408,CUST00210,AG0050,Mumbai,31103.13,Payment Gateway,ACC9021,ACC1005,1,0.3,1,0
TX001409,CUST00820,AG0069,Bengaluru,27076.8,Cards,ACC1113,ACC1113,0,0.95,0,0
TX001410,CUST01180,AG0009,Nashik,9705.05,ATM,ACC1269,ACC1269,1,2.93,0,0
TX001411,CUST00835,AG0001,Nagpur,15176.81,NEFT,ACC9046,ACC1119,0,4.05,1,0
TX001412,CUST00738,AG0036,Nagpur,26683.5,ATM,ACC1011,ACC1011,0,1.01,0,0
TX001413,CUST00853,AG0052,Pune,22964.0,Payment Gateway,ACC1014,ACC1014,0,1.62,1,1
TX001414,CUST01120,AG0081,Pune,117127.84,Payment Gateway,ACC1275,ACC1275,0,0.0,0,0
TX001415,CUST01059,AG0014,Mumbai,92529.21,Cards,ACC1226,ACC1226,1,3.19,5,0
TX001416,CUST00510,AG0090,Delhi,18494.01,Cards,ACC1275,ACC1275,0,0.0,2,2
TX001417,CUST00535,AG0041,Bengaluru,7705.24,IMPS,ACC1167,ACC1167,0,1.1,2,0
TX001418,CUST00782,AG0089,Pune,21599.21,UPI,ACC1184,ACC1184,1,1.02,1,1
TX001419,CUST00425,AG0054,Nagpur,33695.09,ATM,ACC1284,ACC1284,0,0.0,1,0
TX001420,CUST01173,AG0039,Mumbai,37979.79,Payment Gateway,ACC9001,ACC1248,3,0.0,1,0
TX001421,CUST00030,AG0040,Nagpur,22812.59,Wallet,ACC1223,ACC1223,1,0.0,1,0
TX001422,CUST00632,AG0099,Nagpur,27515.88,Cards,ACC1230,ACC1230,0,2.28,3,2
TX001423,CUST00378,AG0099,Nashik,19620.5,UPI,ACC1066,ACC1066,0,0.0,0,0
TX001424,CUST00019,AG0089,Bengaluru,13253.38,UPI,ACC1117,ACC1117,0,0.0,3,0
TX001425,CUST00971,AG0040,Nashik,12917.05,UPI,ACC1244,ACC1244,0,5.65,0,0
TX001426,CUST00515,AG0069,Delhi,28473.24,ATM,ACC9032,ACC1051,1,0.0,10,0
TX001427,CUST00734,AG0057,Pune,60707.95,IMPS,ACC9038,ACC1040,5,2.92,1,0
TX001428,CUST00871,AG0010,Mumbai,7328.61,IMPS,ACC1084,ACC1084,2,2.43,1,0
TX001429,CUST01091,AG0007,Nashik,453082.97,Payment Gateway,ACC1197,ACC1197,0,0.11,10,3
TX001430,CUST00253,AG0086,Delhi,38109.3,NEFT,ACC1089,ACC1089,3,0.0,8,0
TX001431,CUST00753,AG0037,Bengaluru,22632.57,Wallet,ACC1219,ACC1219,0,3.49,4,0
TX001432,CUST00917,AG0037,Delhi,48911.05,Cards,ACC9045,ACC1099,2,0.0,0,0
TX001433,CUST00498,AG0086,Nagpur,49975.57,IMPS,ACC1203,ACC1203,1,0.0,0,2
TX001434,CUST00348,AG0010,Nashik,36176.66,UPI,ACC1284,ACC1284,1,0.17,0,0
TX001435,CUST00471,AG0042,Bengaluru,38766.42,NEFT,ACC9038,ACC1099,1,2.08,0,1
TX001436,CUST00213,AG0066,Pune,43877.43,Cards,ACC9044,ACC1156,1,0.53,1,5
TX001437,CUST00737,AG0034,Nagpur,15193.52,IMPS,ACC1142,ACC1142,3,1.14,4,0
TX001438,CUST00446,AG0058,Bengaluru,41646.51,Payment Gateway,ACC1243,ACC1243,2,1.31,2,0
TX001439,CUST01029,AG0066,Bengaluru,12993.34,Cards,ACC9029,ACC1063,3,0.0,1,0
TX001440,CUST00318,AG0098,Bengaluru,32712.19,NEFT,ACC1300,ACC1300,1,0.2,0,1
TX001441,CUST00477,AG0005,Pune,123145.32,Payment Gateway,ACC1070,ACC1070,0,0.0,0,2
TX001442,CUST00921,AG0021,Delhi,11609.45,UPI,ACC1285,ACC1285,0,3.17,1,0
TX001443,CUST01161,AG0027,Mumbai,28234.6,UPI,ACC1080,ACC1080,2,2.89,1,0
TX001444,CUST00031,AG0024,Mumbai,7671.96,Cards,ACC9007,ACC1074,1,4.17,1,0
TX001445,CUST00985,AG0092,Nashik,8535.78,Wallet,ACC1285,ACC1285,0,3.81,1,1
TX001446,CUST00482,AG0071,Nagpur,33247.34,ATM,ACC9046,ACC1147,2,1.53,3,1
TX001447,CUST00400,AG0041,Nagpur,12352.15,UPI,ACC1281,ACC1281,0,0.0,0,1
TX001448,CUST00828,AG0024,Pune,10229.12,NEFT,ACC1008,ACC1008,4,0.0,0,0
TX001449,CUST00799,AG0055,Nagpur,299758.87,NEFT,ACC1023,ACC1023,3,0.18,2,1
TX001450,CUST00004,AG0058,Delhi,17998.67,Wallet,ACC1115,ACC1115,4,0.0,1,0
TX001451,CUST01151,AG0098,Mumbai,21742.67,NEFT,ACC1007,ACC1007,1,0.0,1,1
TX001452,CUST00327,AG0050,Delhi,25412.77,IMPS,ACC1289,ACC1289,1,0.0,2,0
TX001453,CUST00994,AG0079,Pune,19999.17,ATM,ACC1270,ACC1270,1,0.42,1,1
TX001454,CUST00773,AG0003,Bengaluru,31219.36,UPI,ACC1291,ACC1291,0,3.45,1,1
TX001455,CUST00383,AG0049,Pune,20053.15,Wallet,ACC1267,ACC1267,0,0.0,5,2
TX001456,CUST00150,AG0060,Nagpur,19359.87,UPI,ACC1188,ACC1188,1,0.0,2,0
TX001457,CUST00379,AG0010,Pune,35703.23,Payment Gateway,ACC1151,ACC1151,1,1.95,0,0
TX001458,CUST00893,AG0035,Mumbai,8379.63,Cards,ACC1206,ACC1206,0,0.0,3,2
TX001459,CUST00751,AG0035,Mumbai,7994.09,Payment Gateway,ACC1135,ACC1135,0,0.17,1,1
TX001460,CUST01036,AG0017,Pune,46696.52,Wallet,ACC1163,ACC1163,3,1.18,1,3
TX001461,CUST00450,AG0091,Nagpur,2203.71,Cards,ACC9025,ACC1025,0,1.2,3,0
TX001462,CUST01031,AG0021,Delhi,104144.5,Wallet,ACC1240,ACC1240,0,3.14,2,2
TX001463,CUST00537,AG0092,Nashik,17809.22,Cards,ACC9044,ACC1264,0,1.94,5,0
TX001464,CUST00121,AG0045,Delhi,59059.57,UPI,ACC9004,ACC1191,0,0.0,2,1
TX001465,CUST00177,AG0041,Mumbai,18130.76,UPI,ACC1055,ACC1055,2,0.0,0,1
TX001466,CUST00279,AG0026,Pune,23396.72,UPI,ACC9036,ACC1225,0,0.0,3,0
TX001467,CUST00640,AG0072,Bengaluru,19237.2,Wallet,ACC1258,ACC1258,1,1.6,3,0
TX001468,CUST01174,AG0028,Nashik,15886.29,NEFT,ACC1211,ACC1211,4,1.39,2,3
TX001469,CUST00972,AG0026,Nagpur,42837.97,Wallet,ACC1263,ACC1263,2,0.0,0,0
TX001470,CUST01150,AG0085,Delhi,17661.45,UPI,ACC9049,ACC1023,1,0.0,3,1
TX001471,CUST00496,AG0044,Mumbai,23959.68,Wallet,ACC1224,ACC1224,0,5.78,1,0
TX001472,CUST01123,AG0029,Bengaluru,88515.96,ATM,ACC1219,ACC1219,0,2.63,1,5
TX001473,CUST00283,AG0070,Pune,21053.9,Wallet,ACC1152,ACC1152,1,4.1,0,0
TX001474,CUST00688,AG0046,Pune,19750.56,IMPS,ACC1184,ACC1184,1,1.17,0,3
TX001475,CUST00634,AG0094,Pune,47570.3,IMPS,ACC9031,ACC1166,0,0.95,0,0
TX001476,CUST00195,AG0077,Bengaluru,10067.55,NEFT,ACC1259,ACC1259,2,0.0,2,0
TX001477,CUST00760,AG0030,Nagpur,36218.79,IMPS,ACC1012,ACC1012,5,1.8,4,0
TX001478,CUST00643,AG0073,Nagpur,12013.09,Wallet,ACC1093,ACC1093,2,2.7,0,2
TX001479,CUST00711,AG0084,Bengaluru,38006.68,Payment Gateway,ACC1093,ACC1093,3,1.7,0,0
TX001480,CUST01009,AG0013,Nashik,163144.64,Cards,ACC1022,ACC1022,1,2.8,2,0
TX001481,CUST00135,AG0007,Pune,68184.68,Payment Gateway,ACC1014,ACC1014,1,1.72,8,1
TX001482,CUST00243,AG0001,Nagpur,66721.79,ATM,ACC9037,ACC1006,1,2.65,0,0
TX001483,CUST00690,AG0079,Delhi,12025.86,IMPS,ACC1048,ACC1048,4,0.95,2,0
TX001484,CUST00145,AG0005,Pune,21009.72,ATM,ACC1023,ACC1023,0,3.53,5,2
TX001485,CUST00793,AG0092,Nashik,26048.02,Payment Gateway,ACC9034,ACC1280,3,1.48,10,0
TX001486,CUST00447,AG0085,Mumbai,30811.62,ATM,ACC1064,ACC1064,2,4.77,0,0
TX001487,CUST00322,AG0043,Nagpur,14257.21,NEFT,ACC1234,ACC1234,0,0.9,4,0
TX001488,CUST00522,AG0024,Delhi,4303.76,UPI,ACC1054,ACC1054,0,1.75,2,2
TX001489,CUST00012,AG0082,Delhi,30658.11,NEFT,ACC1023,ACC1023,0,0.0,0,2
TX001490,CUST00910,AG0029,Mumbai,60928.46,Cards,ACC1045,ACC1045,0,2.85,3,0
TX001491,CUST00382,AG0012,Mumbai,36881.89,Cards,ACC1165,ACC1165,0,0.0,1,0
TX001492,CUST00367,AG0002,Bengaluru,12318.98,ATM,ACC1123,ACC1123,0,1.01,4,0
TX001493,CUST00235,AG0012,Nagpur,49310.17,Wallet,ACC9028,ACC1064,1,6.35,0,0
TX001494,CUST00351,AG0009,Nagpur,87052.87,UPI,ACC9050,ACC1086,1,3.63,2,0
TX001495,CUST01031,AG0056,Mumbai,28941.53,ATM,ACC9007,ACC1222,0,0.0,1,0
TX001496,CUST00964,AG0022,Bengaluru,41084.06,ATM,ACC1237,ACC1237,0,6.55,0,0
TX001497,CUST00443,AG0009,Delhi,26007.96,ATM,ACC1273,ACC1273,0,2.95,8,0
TX001498,CUST01053,AG0018,Mumbai,48209.3,UPI,ACC1027,ACC1027,0,0.0,1,0
TX001499,CUST00122,AG0033,Pune,14827.33,NEFT,ACC9009,ACC1117,2,0.41,2,2
TX001500,CUST00136,AG0054,Nagpur,38808.03,Payment Gateway,ACC1268,ACC1268,0,2.97,0,0
TX001501,CUST00568,AG0092,Bengaluru,10898.91,NEFT,ACC1106,ACC1106,3,3.01,0,2
TX001502,CUST00398,AG0006,Mumbai,27115.77,UPI,ACC1124,ACC1124,1,1.09,10,0
TX001503,CUST00902,AG0059,Nashik,3493.39,UPI,ACC1118,ACC1118,1,1.28,0,1
TX001504,CUST00184,AG0054,Bengaluru,143614.14,Payment Gateway,ACC1011,ACC1011,0,0.12,0,3
TX001505,CUST01088,AG0028,Pune,29088.91,ATM,ACC1298,ACC1298,0,4.64,0,0
TX001506,CUST00860,AG0063,Pune,26966.67,ATM,ACC1103,ACC1103,3,3.04,8,0
TX001507,CUST00807,AG0020,Pune,44042.24,NEFT,ACC1020,ACC1020,0,0.84,0,0
TX001508,CUST00075,AG0057,Nashik,22353.52,NEFT,ACC1130,ACC1130,1,1.68,1,0
TX001509,CUST00266,AG0022,Nashik,12769.11,IMPS,ACC9012,ACC1192,0,2.39,3,0
TX001510,CUST01137,AG0090,Nagpur,18444.04,Payment Gateway,ACC1175,ACC1175,1,0.0,0,1
TX001511,CUST00835,AG0019,Bengaluru,16029.83,Wallet,ACC1050,ACC1050,2,0.89,2,0
TX001512,CUST00412,AG0072,Nagpur,15433.73,IMPS,ACC1194,ACC1194,3,0.34,0,0
TX001513,CUST00072,AG0089,Mumbai,15439.06,Cards,ACC1103,ACC1103,1,0.0,1,1
TX001514,CUST00800,AG0089,Delhi,43483.41,Wallet,ACC1189,ACC1189,1,0.0,3,0
TX001515,CUST00739,AG0031,Nashik,19222.59,Wallet,ACC1171,ACC1171,0,0.0,1,1
TX001516,CUST00131,AG0056,Mumbai,14467.97,UPI,ACC1257,ACC1257,1,3.17,5,3
TX001517,CUST00700,AG0024,Nashik,32680.3,NEFT,ACC1156,ACC1156,1,0.0,1,1
TX001518,CUST00028,AG0059,Nagpur,12224.11,Payment Gateway,ACC9015,ACC1093,1,2.04,0,1
TX001519,CUST00543,AG0084,Delhi,31331.86,IMPS,ACC1026,ACC1026,4,1.97,3,0
TX001520,CUST00438,AG0092,Pune,24094.12,Payment Gateway,ACC1162,ACC1162,2,1.89,2,0
TX001521,CUST00250,AG0064,Delhi,15392.8,NEFT,ACC1273,ACC1273,2,5.73,1,2
TX001522,CUST00321,AG0027,Nagpur,95458.49,Payment Gateway,ACC1285,ACC1285,3,0.0,3,0
TX001523,CUST00398,AG0083,Mumbai,59048.3,Cards,ACC9031,ACC1255,2,2.8,4,1
TX001524,CUST00948,AG0058,Mumbai,32109.73,NEFT,ACC1113,ACC1113,1,1.25,0,0
TX001525,CUST00732,AG0020,Nashik,68032.63,Payment Gateway,ACC1023,ACC1023,1,1.34,10,0
TX001526,CUST00365,AG0094,Mumbai,19337.9,IMPS,ACC1077,ACC1077,0,2.7,8,0
TX001527,CUST00446,AG0098,Nashik,29946.83,UPI,ACC1063,ACC1063,1,1.45,0,0
TX001528,CUST00709,AG0045,Bengaluru,5470.63,ATM,ACC9039,ACC1062,1,0.0,1,0
TX001529,CUST00722,AG0085,Bengaluru,16086.56,IMPS,ACC1065,ACC1065,0,0.04,2,1
TX001530,CUST00390,AG0067,Delhi,18850.61,Payment Gateway,ACC1116,ACC1116,3,1.45,1,0
TX001531,CUST01039,AG0045,Pune,25693.22,UPI,ACC1216,ACC1216,1,0.0,1,0
TX001532,CUST00248,AG0098,Delhi,21587.76,Wallet,ACC1199,ACC1199,4,2.47,8,0
TX001533,CUST01010,AG0086,Bengaluru,19808.31,NEFT,ACC1093,ACC1093,1,1.04,0,0
TX001534,CUST00538,AG0017,Mumbai,7648.68,IMPS,ACC1102,ACC1102,0,2.7,0,0
TX001535,CUST00316,AG0045,Delhi,37079.85,Payment Gateway,ACC1149,ACC1149,5,3.61,2,0
TX001536,CUST00773,AG0024,Delhi,74692.88,NEFT,ACC1181,ACC1181,2,2.29,4,1
TX001537,CUST00502,AG0009,Bengaluru,13574.74,NEFT,ACC1245,ACC1245,0,0.41,0,0
TX001538,CUST01145,AG0040,Pune,36717.61,UPI,ACC1161,ACC1161,3,4.0,0,0
TX001539,CUST00818,AG0030,Delhi,63290.19,NEFT,ACC1260,ACC1260,0,2.55,0,0
TX001540,CUST00515,AG0073,Pune,38060.39,Cards,ACC9020,ACC1243,5,1.12,3,0
TX001541,CUST00035,AG0073,Bengaluru,31598.8,NEFT,ACC1168,ACC1168,1,1.92,1,1
TX001542,CUST00002,AG0018,Pune,14793.69,IMPS,ACC1030,ACC1030,2,4.46,1,0
TX001543,CUST00414,AG0074,Mumbai,49340.73,ATM,ACC9004,ACC1045,1,2.76,1,0
TX001544,CUST00972,AG0028,Pune,10910.31,Cards,ACC9033,ACC1207,0,2.75,0,0
TX001545,CUST00058,AG0059,Nagpur,29463.5,ATM,ACC1199,ACC1199,1,0.0,0,0
TX001546,CUST01171,AG0090,Bengaluru,19997.2,UPI,ACC1106,ACC1106,1,0.06,0,0
TX001547,CUST00373,AG0030,Pune,15071.45,ATM,ACC1296,ACC1296,0,2.24,4,1
TX001548,CUST00558,AG0037,Delhi,70197.61,NEFT,ACC1248,ACC1248,1,1.18,1,0
TX001549,CUST01116,AG0086,Nashik,26715.19,Cards,ACC1202,ACC1202,1,1.11,5,2
TX001550,CUST00413,AG0050,Nagpur,16344.31,UPI,ACC1045,ACC1045,1,0.0,1,0
TX001551,CUST01158,AG0055,Delhi,12047.46,UPI,ACC1197,ACC1197,0,3.43,2,0
TX001552,CUST00779,AG0029,Nagpur,7170.86,ATM,ACC1070,ACC1070,1,2.92,0,0
TX001553,CUST00423,AG0055,Nagpur,18124.93,NEFT,ACC1236,ACC1236,1,1.29,5,0
TX001554,CUST00687,AG0079,Nashik,20148.49,Payment Gateway,ACC1286,ACC1286,1,0.72,0,2
TX001555,CUST00630,AG0091,Nagpur,176585.12,NEFT,ACC1149,ACC1149,1,2.74,1,2
TX001556,CUST00497,AG0091,Nagpur,15361.41,IMPS,ACC1125,ACC1125,1,0.97,0,1
TX001557,CUST00098,AG0076,Nagpur,26924.55,Payment Gateway,ACC9014,ACC1287,1,3.03,5,5
TX001558,CUST01070,AG0075,Nagpur,14014.71,UPI,ACC1272,ACC1272,5,1.33,0,0
TX001559,CUST00981,AG0042,Nagpur,83962.05,IMPS,ACC1245,ACC1245,0,0.0,2,0
TX001560,CUST01200,AG0017,Mumbai,14359.36,Wallet,ACC1172,ACC1172,0,2.12,2,0
TX001561,CUST00729,AG0014,Mumbai,43507.61,Wallet,ACC9047,ACC1014,1,0.76,4,2
TX001562,CUST00803,AG0025,Nagpur,36454.46,Wallet,ACC1270,ACC1270,1,5.47,8,0
TX001563,CUST00141,AG0034,Bengaluru,20478.56,NEFT,ACC1293,ACC1293,2,1.26,1,0
TX001564,CUST01111,AG0071,Nagpur,52136.51,Cards,ACC1037,ACC1037,0,0.74,4,0
TX001565,CUST00543,AG0053,Mumbai,33463.62,IMPS,ACC1234,ACC1234,2,0.35,2,0
TX001566,CUST01107,AG0004,Pune,55696.24,Payment Gateway,ACC1202,ACC1202,0,0.94,4,0
TX001567,CUST00314,AG0084,Pune,23887.6,Cards,ACC1298,ACC1298,0,0.24,10,0
TX001568,CUST01099,AG0047,Pune,33150.8,Cards,ACC9014,ACC1163,0,0.0,4,2
TX001569,CUST01066,AG0020,Delhi,9984.55,ATM,ACC9008,ACC1081,5,1.72,0,2
TX001570,CUST00520,AG0053,Nashik,19838.5,UPI,ACC9012,ACC1117,2,0.0,5,0
TX001571,CUST00712,AG0097,Nagpur,6846.98,IMPS,ACC9030,ACC1218,0,2.07,1,0
TX001572,CUST01192,AG0072,Nagpur,45388.54,UPI,ACC1088,ACC1088,0,0.28,0,0
TX001573,CUST01191,AG0095,Pune,19729.12,Payment Gateway,ACC1151,ACC1151,1,0.0,4,0
TX001574,CUST00209,AG0061,Bengaluru,38945.28,Wallet,ACC1279,ACC1279,0,3.69,2,2
TX001575,CUST01110,AG0030,Delhi,67091.07,Wallet,ACC9023,ACC1135,2,3.15,2,0
TX001576,CUST00083,AG0075,Bengaluru,18861.31,ATM,ACC9020,ACC1032,0,1.14,2,3
TX001577,CUST00385,AG0058,Delhi,40147.14,IMPS,ACC1248,ACC1248,0,3.34,0,3
TX001578,CUST01052,AG0006,Mumbai,39187.78,Payment Gateway,ACC1061,ACC1061,1,0.0,4,0
TX001579,CUST00993,AG0038,Bengaluru,17262.59,UPI,ACC1025,ACC1025,1,0.0,2,0
TX001580,CUST00225,AG0064,Pune,15936.09,Cards,ACC9020,ACC1181,4,1.19,1,0
TX001581,CUST00593,AG0020,Mumbai,14119.2,Payment Gateway,ACC1010,ACC1010,0,0.0,3,0
TX001582,CUST00394,AG0025,Bengaluru,77076.08,Wallet,ACC1195,ACC1195,0,2.69,1,2
TX001583,CUST01063,AG0064,Delhi,155732.7,UPI,ACC1009,ACC1009,0,0.98,0,0
TX001584,CUST00774,AG0099,Delhi,35328.96,Wallet,ACC1191,ACC1191,3,2.21,1,0
